5
0	1192	4800
0	1216	10792
0	1211	16808
0	1162	22819
0	1201	28781
0	1230	34782
0	1240	40812
0	1206	46852
0	1166	52858
0	1156	58824
0	1214	64780
0	1224	70794
0	1232	76818
0	1160	82850
0	1249	88810
0	1151	94859
0	1215	100810
0	1194	106825
0	1161	112819
0	1231	118780
0	1243	124811
0	1179	130854
0	1166	136833
0	1154	142799
0	1218	148753
0	1202	154771
0	1151	160773
0	1210	166724
0	1220	172734
0	1157	178754
0	1187	184711
0	1174	190698
0	1151	196672
0	1195	202623
0	1188	208618
0	1153	214606
0	1194	220559
0	1162	226553
0	1157	232515
0	1235	238472
0	1179	244507
0	1156	250486
0	1170	256442
0	1193	262412
0	1240	268405
0	1156	274445
0	1158	280401
0	1248	286359
0	1194	292407
0	1245	298401
0	1172	304446
0	1179	310418
0	1217	316397
0	1213	322414
0	1151	328427
0	1177	334378
0	1152	340355
0	1155	346307
0	1198	352262
0	1210	358260
0	1155	364270
0	1183	370225
0	1193	376208
0	1223	382201
0	1201	388224
0	1165	394225
0	1217	400190
0	1180	406207
0	1249	412187
0	1236	418236
0	1223	424272
0	1227	430295
0	1213	436322
0	1173	442335
0	1226	448308
0	1228	454334
0	1228	460362
0	1189	466390
0	1220	472379
0	1153	478399
0	1234	484352
0	1169	490386
0	1193	496355
0	1235	502348
0	1192	508383
0	1182	514375
0	1236	520357
0	1209	526393
0	1231	532402
0	1161	538433
0	1191	544394
0	1171	550385
0	1226	556356
0	1246	562382
0	1199	568428
0	1176	574427
0	1206	580403
0	1215	586409
0	1217	592424
0	1186	598441
0	1173	604427
0	1220	610400
0	1213	616420
0	1175	622433
0	1196	628408
0	1238	634404
0	1249	640442
0	1241	646491
0	1188	652532
0	1152	658520
0	1207	664472
0	1230	670479
0	1172	676509
0	1210	682481
0	1192	688491
0	1175	694483
0	1207	700458
0	1240	706465
0	1211	712505
0	1231	718516
0	1224	724547
0	1178	730571
0	1212	736549
0	1166	742561
0	1239	748527
0	1185	754566
0	1154	760551
0	1248	766505
0	1197	772553
0	1228	778550
0	1186	784578
0	1153	790564
0	1213	796517
0	1234	802530
0	1223	808564
0	1189	814587
0	1179	820576
0	1234	826555
0	1165	832589
0	1210	838554
0	1180	844564
0	1180	850544
0	1232	856524
0	1201	862556
0	1195	868557
0	1217	874552
0	1167	880569
0	1181	886536
0	1233	892517
0	1212	898550
0	1167	904562
0	1153	910529
0	1153	916482
0	1179	922435
0	1248	928414
0	1232	934462
0	1200	940494
0	1151	946494
0	1211	952445
0	1229	958456
0	1226	964485
0	1211	970511
0	1190	976522
0	1182	982512
0	1212	988494
0	1205	994506
0	1210	1000511
0	1153	1006521
0	1180	1012474
0	1162	1018454
0	1229	1024416
0	1200	1030445
0	1177	1036445
0	1230	1042422
0	1163	1048452
0	1209	1054415
0	1171	1060424
0	1223	1066395
0	1211	1072418
0	1197	1078429
0	1180	1084426
0	1197	1090406
0	1190	1096403
0	1221	1102393
0	1200	1108414
0	1188	1114414
0	1228	1120402
0	1245	1126430
0	1207	1132475
0	1162	1138482
0	1215	1144444
0	1218	1150459
0	1163	1156477
0	1158	1162440
0	1190	1168398
0	1197	1174388
0	1183	1180385
0	1241	1186368
0	1249	1192409
0	1192	1198458
0	1152	1204450
0	1227	1210402
0	1236	1216429
0	1195	1222465
0	1212	1228460
0	1200	1234472
0	1164	1240472
0	1226	1246436
0	1194	1252462
0	1182	1258456
0	1189	1264438
0	1190	1270427
0	1233	1276417
0	1211	1282450
0	1189	1288461
0	1160	1294450
0	1231	1300410
0	1229	1306441
0	1189	1312470
0	1217	1318459
0	1178	1324476
0	1171	1330454
0	1194	1336425
0	1193	1342419
0	1192	1348412
0	1235	1354404
0	1177	1360439
0	1182	1366416
0	1203	1372398
0	1234	1378401
0	1219	1384435
0	1165	1390454
0	1169	1396419
0	1171	1402388
0	1232	1408359
0	1164	1414391
0	1169	1420355
0	1244	1426324
0	1162	1432368
0	1182	1438330
0	1153	1444312
0	1202	1450265
0	1235	1456267
0	1244	1462302
0	1225	1468346
0	1156	1474371
0	1237	1480327
0	1223	1486364
0	1162	1492387
0	1212	1498349
0	1152	1504361
0	1219	1510313
0	1183	1516332
0	1158	1522315
0	1193	1528273
0	1195	1534266
0	1157	1540261
0	1198	1546218
0	1245	1552216
0	1229	1558261
0	1153	1564290
0	1188	1570243
0	1207	1576231
0	1194	1582238
0	1247	1588232
0	1195	1594279
0	1174	1600274
0	1245	1606248
0	1178	1612293
0	1248	1618271
0	1232	1624319
0	1212	1630351
0	1232	1636363
0	1236	1642395
0	1199	1648431
0	1185	1654430
0	1216	1660415
0	1195	1666431
0	1246	1672426
0	1185	1678472
0	1219	1684457
0	1229	1690476
0	1244	1696505
0	1236	1702549
0	1224	1708585
0	1152	1714609
0	1221	1720561
0	1151	1726582
0	1213	1732533
0	1214	1738546
0	1181	1744560
0	1227	1750541
0	1152	1756568
0	1161	1762520
0	1243	1768481
0	1202	1774524
0	1184	1780526
0	1240	1786510
0	1191	1792550
0	1163	1798541
0	1156	1804504
0	1198	1810460
0	1216	1816458
0	1241	1822474
0	1235	1828515
0	1167	1834550
0	1183	1840517
0	1212	1846500
0	1209	1852512
0	1183	1858521
0	1157	1864504
0	1241	1870461
0	1160	1876502
0	1192	1882462
0	1233	1888454
0	1236	1894487
0	1224	1900523
0	1176	1906547
0	1236	1912523
0	1209	1918559
0	1222	1924568
0	1238	1930590
0	1180	1936628
0	1161	1942608
0	1243	1948569
0	1156	1954612
0	1160	1960568
0	1198	1966528
0	1221	1972526
0	1175	1978547
0	1199	1984522
0	1157	1990521
0	1162	1996478
0	1195	2002440
0	1161	2008435
0	1185	2014396
0	1227	2020381
0	1234	2026408
0	1236	2032442
0	1181	2038478
0	1188	2044459
0	1190	2050447
0	1162	2056437
0	1151	2062399
0	1188	2068350
0	1177	2074338
0	1183	2080315
0	1176	2086298
0	1247	2092274
0	1216	2098321
0	1240	2104337
0	1206	2110377
0	1152	2116383
0	1187	2122335
0	1192	2128322
0	1246	2134314
0	1195	2140360
0	1208	2146355
0	1174	2152363
0	1154	2158337
0	1243	2164291
0	1208	2170334
0	1210	2176342
0	1152	2182352
0	1177	2188304
0	1186	2194281
0	1178	2200267
0	1172	2206245
0	1213	2212217
0	1187	2218230
0	1156	2224217
0	1182	2230173
0	1179	2236155
0	1178	2242134
0	1155	2248112
0	1190	2254067
0	1216	2260057
0	1214	2266073
0	1244	2272087
0	1218	2278131
0	1241	2284149
0	1220	2290190
0	1206	2296210
0	1159	2302216
0	1212	2308175
0	1152	2314187
0	1190	2320139
0	1186	2326129
0	1215	2332115
0	1222	2338130
0	1196	2344152
0	1243	2350148
0	1186	2356191
0	1240	2362177
0	1194	2368217
0	1240	2374211
0	1208	2380251
0	1219	2386259
0	1241	2392278
0	1205	2398319
0	1229	2404324
0	1246	2410353
0	1210	2416399
0	1171	2422409
0	1241	2428380
0	1179	2434421
0	1196	2440400
0	1237	2446396
0	1242	2452433
0	1189	2458475
0	1169	2464464
0	1190	2470433
0	1210	2476423
0	1212	2482433
0	1234	2488445
0	1173	2494479
0	1223	2500452
0	1239	2506475
0	1160	2512514
0	1247	2518474
0	1216	2524521
0	1216	2530537
0	1162	2536553
0	1182	2542515
0	1181	2548497
0	1222	2554478
0	1238	2560500
0	1200	2566538
0	1230	2572538
0	1233	2578568
0	1198	2584601
0	1237	2590599
0	1172	2596636
0	1216	2602608
0	1205	2608624
0	1208	2614629
0	1182	2620637
0	1214	2626619
0	1211	2632633
0	1188	2638644
0	1249	2644632
0	1166	2650681
0	1237	2656647
0	1249	2662684
0	1207	2668733
0	1241	2674740
0	1228	2680781
0	1192	2686809
0	1194	2692801
0	1229	2698795
0	1216	2704824
0	1173	2710840
0	1182	2716813
0	1201	2722795
0	1195	2728796
0	1198	2734791
0	1222	2740789
0	1248	2746811
0	1163	2752859
0	1223	2758822
0	1229	2764845
0	1156	2770874
0	1205	2776830
0	1167	2782835
0	1236	2788802
0	1200	2794838
0	1156	2800838
0	1224	2806794
0	1186	2812818
0	1236	2818804
0	1215	2824840
0	1178	2830855
0	1239	2836833
0	1248	2842872
0	1230	2848920
0	1193	2854950
0	1152	2860943
0	1248	2866895
0	1192	2872943
0	1157	2878935
0	1229	2884892
0	1157	2890921
0	1153	2896878
0	1207	2902831
0	1168	2908838
0	1180	2914806
0	1183	2920786
0	1227	2926769
0	1159	2932796
0	1177	2938755
0	1228	2944732
0	1186	2950760
0	1195	2956746
0	1241	2962741
0	1200	2968782
0	1175	2974782
0	1200	2980757
0	1242	2986757
0	1197	2992799
0	1218	2998796
0	1187	3004814
0	1184	3010801
0	1151	3016785
0	1152	3022736
0	1184	3028688
0	1160	3034672
0	1209	3040632
0	1171	3046641
0	1177	3052612
0	1167	3058589
0	1165	3064556
0	1200	3070521
0	1173	3076521
0	1228	3082494
0	1202	3088522
0	1157	3094524
0	1228	3100481
0	1177	3106509
0	1193	3112486
0	1243	3118479
0	1203	3124522
0	1169	3130525
0	1198	3136494
0	1229	3142492
0	1220	3148521
0	1228	3154541
0	1184	3160569
0	1172	3166553
0	1211	3172525
0	1217	3178536
0	1207	3184553
0	1172	3190560
0	1151	3196532
0	1177	3202483
0	1164	3208460
0	1242	3214424
0	1202	3220466
0	1240	3226468
0	1228	3232508
0	1246	3238536
0	1197	3244582
0	1234	3250579
0	1167	3256613
0	1159	3262580
0	1160	3268539
0	1155	3274499
0	1232	3280454
0	1166	3286486
0	1173	3292452
0	1187	3298425
0	1200	3304412
0	1194	3310412
0	1185	3316406
0	1155	3322391
0	1202	3328346
0	1181	3334348
0	1239	3340329
0	1220	3346368
0	1240	3352388
0	1180	3358428
0	1214	3364408
0	1215	3370422
0	1174	3376437
0	1195	3382411
0	1191	3388406
0	1228	3394397
0	1199	3400425
0	1182	3406424
0	1169	3412406
0	1187	3418375
0	1173	3424362
0	1165	3430335
0	1201	3436300
0	1247	3442301
0	1179	3448348
0	1212	3454327
0	1204	3460339
0	1210	3466343
0	1164	3472353
0	1226	3478317
0	1228	3484343
0	1152	3490371
0	1246	3496323
0	1176	3502369
0	1201	3508345
0	1229	3514346
0	1245	3520375
0	1180	3526420
0	1180	3532400
0	1197	3538380
0	1177	3544377
0	1232	3550354
0	1198	3556386
0	1168	3562384
0	1162	3568352
0	1196	3574314
0	1204	3580310
0	1186	3586314
0	1219	3592300
0	1234	3598319
0	1235	3604353
0	1196	3610388
0	1217	3616384
0	1154	3622401
0	1178	3628355
0	1224	3634333
0	1246	3640357
0	1156	3646403
0	1212	3652359
0	1222	3658371
0	1211	3664393
0	1210	3670404
0	1153	3676414
0	1163	3682367
0	1229	3688330
0	1234	3694359
0	1225	3700393
0	1168	3706418
0	1222	3712386
0	1246	3718408
0	1244	3724454
0	1237	3730498
0	1180	3736535
0	1204	3742515
0	1165	3748519
0	1197	3754484
0	1226	3760481
0	1170	3766507
0	1239	3772477
0	1189	3778516
0	1155	3784505
0	1156	3790460
0	1193	3796416
0	1151	3802409
0	1217	3808360
0	1151	3814377
0	1248	3820328
0	1202	3826376
0	1203	3832378
0	1181	3838381
0	1211	3844362
0	1180	3850373
0	1153	3856353
0	1220	3862306
0	1153	3868326
0	1185	3874279
0	1203	3880264
0	1184	3886267
0	1208	3892251
0	1163	3898259
0	1173	3904222
0	1173	3910195
0	1221	3916168
0	1191	3922189
0	1215	3928180
0	1162	3934195
0	1232	3940157
0	1192	3946189
0	1242	3952181
0	1223	3958223
0	1177	3964246
0	1167	3970223
0	1168	3976190
0	1178	3982158
0	1241	3988136
0	1225	3994177
0	1213	4000202
0	1247	4006215
0	1246	4012262
0	1159	4018308
0	1222	4024267
0	1197	4030289
0	1212	4036286
0	1166	4042298
0	1220	4048264
0	1174	4054284
0	1237	4060258
0	1209	4066295
0	1213	4072304
0	1151	4078317
0	1227	4084268
0	1198	4090295
0	1153	4096293
0	1222	4102246
0	1212	4108268
0	1249	4114280
0	1239	4120329
0	1240	4126368
0	1156	4132408
0	1199	4138364
0	1157	4144363
0	1214	4150320
0	1245	4156334
0	1242	4162379
0	1154	4168421
0	1216	4174375
0	1200	4180391
0	1210	4186391
0	1176	4192401
0	1172	4198377
0	1207	4204349
0	1153	4210356
0	1200	4216309
0	1172	4222309
0	1198	4228281
0	1224	4234279
0	1221	4240303
0	1210	4246324
0	1194	4252334
0	1230	4258328
0	1161	4264358
0	1249	4270319
0	1151	4276368
0	1236	4282319
0	1231	4288355
0	1183	4294386
0	1191	4300369
0	1160	4306360
0	1233	4312320
0	1156	4318353
0	1167	4324309
0	1154	4330276
0	1169	4336230
0	1219	4342199
0	1164	4348218
0	1182	4354182
0	1161	4360164
0	1208	4366125
0	1235	4372133
0	1170	4378168
0	1160	4384138
0	1181	4390098
0	1190	4396079
0	1199	4402069
0	1248	4408068
0	1194	4414116
0	1224	4420110
0	1242	4426134
0	1179	4432176
0	1219	4438155
0	1185	4444174
0	1245	4450159
0	1176	4456204
0	1178	4462180
0	1226	4468158
0	1238	4474184
0	1222	4480222
0	1215	4486244
0	1185	4492259
0	1154	4498244
0	1177	4504198
0	1216	4510175
0	1160	4516191
0	1223	4522151
0	1239	4528174
0	1230	4534213
0	1197	4540243
0	1245	4546240
0	1234	4552285
0	1167	4558319
0	1207	4564286
0	1219	4570293
0	1193	4576312
0	1189	4582305
0	1216	4588294
0	1161	4594310
0	1231	4600271
0	1162	4606302
0	1167	4612264
0	1162	4618231
0	1195	4624193
0	1198	4630188
0	1176	4636186
0	1183	4642162
0	1235	4648145
0	1234	4654180
0	1202	4660214
0	1201	4666216
0	1224	4672217
0	1249	4678241
0	1182	4684290
0	1205	4690272
0	1227	4696277
0	1193	4702304
0	1176	4708297
0	1181	4714273
0	1216	4720254
0	1171	4726270
0	1151	4732241
0	1189	4738192
0	1189	4744181
0	1168	4750170
0	1161	4756138
0	1233	4762099
0	1190	4768132
0	1218	4774122
0	1247	4780140
0	1173	4786187
0	1209	4792160
0	1205	4798169
0	1168	4804174
0	1210	4810142
0	1153	4816152
0	1232	4822105
0	1189	4828137
0	1249	4834126
0	1192	4840175
0	1175	4846167
0	1167	4852142
0	1231	4858109
0	1200	4864140
0	1192	4870140
0	1161	4876132
0	1216	4882093
0	1243	4888109
0	1183	4894152
0	1234	4900135
0	1202	4906169
0	1194	4912171
0	1239	4918165
0	1179	4924204
0	1169	4930183
0	1201	4936152
0	1156	4942153
0	1215	4948109
0	1171	4954124
0	1187	4960095
0	1171	4966082
0	1172	4972053
0	1181	4978025
0	1221	4984006
0	1221	4990027
0	1233	4996048
0	1172	5002081
0	1225	5008053
1	1202	4800
1	1172	10802
1	1211	16774
1	1230	22785
1	1172	28815
1	1207	34787
1	1229	40794
1	1173	46823
1	1166	52796
1	1151	58762
1	1223	64713
1	1221	70736
1	1220	76757
1	1178	82777
1	1197	88755
1	1189	94752
1	1181	100741
1	1224	106722
1	1185	112746
1	1238	118731
1	1186	124769
1	1205	130755
1	1229	136760
1	1200	142789
1	1228	148789
1	1226	154817
1	1215	160843
1	1187	166858
1	1238	172845
